time[s],positionX_E[m],positionY_E[m], positionZ_E[m], velocityX_E[m/s], velocityY_E[m/s], velocityZ_E[m/s], apparentVelocity[m/s], accelerationX_E[m/s^2], accelerationY_E[m/s^2], accelerationZ_E[m/s^2], mach[dimless]
9.191,633.75,0,1952,70.354,0,172.35,187.79,-1.7603,0,-16.383,0.56438
9.192,633.82,0,1952.2,70.353,0,172.33,187.77,-1.76,0,-16.382,0.56433
9.193,633.9,0,1952.3,70.351,0,172.31,187.76,-1.7596,0,-16.381,0.56428
9.194,633.97,0,1952.5,70.349,0,172.3,187.74,-1.7593,0,-16.379,0.56424
9.195,634.04,0,1952.7,70.347,0,172.28,187.73,-1.759,0,-16.378,0.56419
9.196,634.11,0,1952.9,70.346,0,172.27,187.71,-1.7586,0,-16.377,0.56415
9.197,634.18,0,1953,70.344,0,172.25,187.7,-1.7583,0,-16.376,0.5641
9.198,634.25,0,1953.2,70.342,0,172.23,187.68,-1.758,0,-16.375,0.56405
9.199,634.32,0,1953.4,70.34,0,172.22,187.66,-1.7577,0,-16.373,0.56401
9.2,634.39,0,1953.5,70.339,0,172.2,187.65,-1.7573,0,-16.372,0.56396
9.201,634.46,0,1953.7,70.337,0,172.18,187.63,-1.757,0,-16.371,0.56392
9.202,634.53,0,1953.9,70.335,0,172.17,187.62,-1.7567,0,-16.37,0.56387
9.203,634.6,0,1954.1,70.333,0,172.15,187.6,-1.7564,0,-16.368,0.56382
9.204,634.67,0,1954.2,70.332,0,172.13,187.59,-1.756,0,-16.367,0.56378
9.205,634.74,0,1954.4,70.33,0,172.12,187.57,-1.7557,0,-16.366,0.56373
9.206,634.81,0,1954.6,70.328,0,172.1,187.55,-1.7554,0,-16.365,0.56369
9.207,634.88,0,1954.7,70.326,0,172.09,187.54,-1.755,0,-16.364,0.56364
9.208,634.95,0,1954.9,70.325,0,172.07,187.52,-1.7547,0,-16.362,0.5636
9.209,635.02,0,1955.1,70.323,0,172.05,187.51,-1.7544,0,-16.361,0.56355
9.21,635.09,0,1955.3,70.321,0,172.04,187.49,-1.7541,0,-16.36,0.5635
9.211,635.16,0,1955.4,70.319,0,172.02,187.48,-1.7537,0,-16.359,0.56346
9.212,635.23,0,1955.6,70.318,0,172,187.46,-1.7534,0,-16.357,0.56341
9.213,635.3,0,1955.8,70.316,0,171.99,187.44,-1.7531,0,-16.356,0.56337
9.214,635.37,0,1956,70.314,0,171.97,187.43,-1.7528,0,-16.355,0.56332
9.215,635.44,0,1956.1,70.312,0,171.95,187.41,-1.7524,0,-16.354,0.56327
9.216,635.51,0,1956.3,70.31,0,171.94,187.4,-1.7521,0,-16.353,0.56323
9.217,635.58,0,1956.5,70.309,0,171.92,187.38,-1.7518,0,-16.351,0.56318
9.218,635.65,0,1956.6,70.307,0,171.91,187.37,-1.7515,0,-16.35,0.56314
9.219,635.72,0,1956.8,70.305,0,171.89,187.35,-1.7511,0,-16.349,0.56309
9.22,635.79,0,1957,70.303,0,171.87,187.33,-1.7508,0,-16.348,0.56304
9.221,635.86,0,1957.2,70.302,0,171.86,187.32,-1.7505,0,-16.346,0.563
9.222,635.93,0,1957.3,70.3,0,171.84,187.3,-1.7502,0,-16.345,0.56295
9.223,636,0,1957.5,70.298,0,171.82,187.29,-1.7498,0,-16.344,0.56291
9.224,636.08,0,1957.7,70.296,0,171.81,187.27,-1.7495,0,-16.343,0.56286
9.225,636.15,0,1957.8,70.295,0,171.79,187.26,-1.7492,0,-16.342,0.56281
9.226,636.22,0,1958,70.293,0,171.77,187.24,-1.7488,0,-16.34,0.56277
9.227,636.29,0,1958.2,70.291,0,171.76,187.23,-1.7485,0,-16.339,0.56272
9.228,636.36,0,1958.4,70.289,0,171.74,187.21,-1.7482,0,-16.338,0.56268
9.229,636.43,0,1958.5,70.288,0,171.73,187.19,-1.7479,0,-16.337,0.56263
9.23,636.5,0,1958.7,70.286,0,171.71,187.18,-1.7475,0,-16.336,0.56258
9.231,636.57,0,1958.9,70.284,0,171.69,187.16,-1.7472,0,-16.334,0.56254
9.232,636.64,0,1959,70.283,0,171.68,187.15,-1.7469,0,-16.333,0.56249
9.233,636.71,0,1959.2,70.281,0,171.66,187.13,-1.7466,0,-16.332,0.56245
9.234,636.78,0,1959.4,70.279,0,171.64,187.12,-1.7462,0,-16.331,0.5624
9.235,636.85,0,1959.6,70.277,0,171.63,187.1,-1.7459,0,-16.329,0.56236
9.236,636.92,0,1959.7,70.276,0,171.61,187.08,-1.7456,0,-16.328,0.56231
9.237,636.99,0,1959.9,70.274,0,171.59,187.07,-1.7453,0,-16.327,0.56226
9.238,637.06,0,1960.1,70.272,0,171.58,187.05,-1.7449,0,-16.326,0.56222
9.239,637.13,0,1960.2,70.27,0,171.56,187.04,-1.7446,0,-16.325,0.56217
9.24,637.2,0,1960.4,70.269,0,171.55,187.02,-1.7443,0,-16.323,0.56213
9.241,637.27,0,1960.6,70.267,0,171.53,187.01,-1.744,0,-16.322,0.56208
9.242,637.34,0,1960.8,70.265,0,171.51,186.99,-1.7436,0,-16.321,0.56203
9.243,637.41,0,1960.9,70.263,0,171.5,186.98,-1.7433,0,-16.32,0.56199
9.244,637.48,0,1961.1,70.262,0,171.48,186.96,-1.743,0,-16.319,0.56194
9.245,637.55,0,1961.3,70.26,0,171.46,186.94,-1.7427,0,-16.317,0.5619
9.246,637.62,0,1961.4,70.258,0,171.45,186.93,-1.7423,0,-16.316,0.56185
9.247,637.69,0,1961.6,70.256,0,171.43,186.91,-1.742,0,-16.315,0.56181
9.248,637.76,0,1961.8,70.255,0,171.42,186.9,-1.7417,0,-16.314,0.56176
9.249,637.83,0,1962,70.253,0,171.4,186.88,-1.7414,0,-16.312,0.56171
9.25,637.9,0,1962.1,70.251,0,171.38,186.87,-1.741,0,-16.311,0.56167
9.251,637.97,0,1962.3,70.249,0,171.37,186.85,-1.7407,0,-16.31,0.56162
9.252,638.04,0,1962.5,70.248,0,171.35,186.83,-1.7404,0,-16.309,0.56158
9.253,638.11,0,1962.6,70.246,0,171.33,186.82,-1.7401,0,-16.308,0.56153
9.254,638.18,0,1962.8,70.244,0,171.32,186.8,-1.7398,0,-16.306,0.56149
9.255,638.25,0,1963,70.242,0,171.3,186.79,-1.7394,0,-16.305,0.56144
9.256,638.32,0,1963.2,70.241,0,171.28,186.77,-1.7391,0,-16.304,0.56139
9.257,638.39,0,1963.3,70.239,0,171.27,186.76,-1.7388,0,-16.303,0.56135
9.258,638.46,0,1963.5,70.237,0,171.25,186.74,-1.7385,0,-16.302,0.5613
9.259,638.53,0,1963.7,70.235,0,171.24,186.73,-1.7381,0,-16.3,0.56126
9.26,638.6,0,1963.8,70.234,0,171.22,186.71,-1.7378,0,-16.299,0.56121
9.261,638.67,0,1964,70.232,0,171.2,186.69,-1.7375,0,-16.298,0.56116
9.262,638.75,0,1964.2,70.23,0,171.19,186.68,-1.7372,0,-16.297,0.56112
9.263,638.82,0,1964.4,70.228,0,171.17,186.66,-1.7368,0,-16.296,0.56107
9.264,638.89,0,1964.5,70.227,0,171.15,186.65,-1.7365,0,-16.294,0.56103
9.265,638.96,0,1964.7,70.225,0,171.14,186.63,-1.7362,0,-16.293,0.56098
9.266,639.03,0,1964.9,70.223,0,171.12,186.62,-1.7359,0,-16.292,0.56094
9.267,639.1,0,1965,70.222,0,171.11,186.6,-1.7355,0,-16.291,0.56089
9.268,639.17,0,1965.2,70.22,0,171.09,186.59,-1.7352,0,-16.29,0.56084
9.269,639.24,0,1965.4,70.218,0,171.07,186.57,-1.7349,0,-16.288,0.5608
9.27,639.31,0,1965.6,70.216,0,171.06,186.55,-1.7346,0,-16.287,0.56075
9.271,639.38,0,1965.7,70.215,0,171.04,186.54,-1.7343,0,-16.286,0.56071
9.272,639.45,0,1965.9,70.213,0,171.02,186.52,-1.7339,0,-16.285,0.56066
9.273,639.52,0,1966.1,70.211,0,171.01,186.51,-1.7336,0,-16.283,0.56062
9.274,639.59,0,1966.2,70.209,0,170.99,186.49,-1.7333,0,-16.282,0.56057
9.275,639.66,0,1966.4,70.208,0,170.98,186.48,-1.733,0,-16.281,0.56052
9.276,639.73,0,1966.6,70.206,0,170.96,186.46,-1.7326,0,-16.28,0.56048
9.277,639.8,0,1966.8,70.204,0,170.94,186.44,-1.7323,0,-16.279,0.56043
9.278,639.87,0,1966.9,70.202,0,170.93,186.43,-1.732,0,-16.277,0.56039
9.279,639.94,0,1967.1,70.201,0,170.91,186.41,-1.7317,0,-16.276,0.56034
9.28,640.01,0,1967.3,70.199,0,170.89,186.4,-1.7313,0,-16.275,0.5603
9.281,640.08,0,1967.4,70.197,0,170.88,186.38,-1.731,0,-16.274,0.56025
9.282,640.15,0,1967.6,70.196,0,170.86,186.37,-1.7307,0,-16.273,0.5602
9.283,640.22,0,1967.8,70.194,0,170.85,186.35,-1.7304,0,-16.271,0.56016
9.284,640.29,0,1968,70.192,0,170.83,186.34,-1.7301,0,-16.27,0.56011
9.285,640.36,0,1968.1,70.19,0,170.81,186.32,-1.7297,0,-16.269,0.56007
9.286,640.43,0,1968.3,70.189,0,170.8,186.3,-1.7294,0,-16.268,0.56002
9.287,640.5,0,1968.5,70.187,0,170.78,186.29,-1.7291,0,-16.267,0.55998
9.288,640.57,0,1968.6,70.185,0,170.76,186.27,-1.7288,0,-16.265,0.55993
9.289,640.64,0,1968.8,70.183,0,170.75,186.26,-1.7284,0,-16.264,0.55989
9.29,640.71,0,1969,70.182,0,170.73,186.24,-1.7281,0,-16.263,0.55984
9.291,640.78,0,1969.1,70.18,0,170.72,186.23,-1.7278,0,-16.262,0.55979
9.292,640.85,0,1969.3,70.178,0,170.7,186.21,-1.7275,0,-16.261,0.55975
9.293,640.92,0,1969.5,70.177,0,170.68,186.2,-1.7272,0,-16.259,0.5597
9.294,640.99,0,1969.7,70.175,0,170.67,186.18,-1.7268,0,-16.258,0.55966
9.295,641.06,0,1969.8,70.173,0,170.65,186.16,-1.7265,0,-16.257,0.55961
9.296,641.13,0,1970,70.171,0,170.63,186.15,-1.7262,0,-16.256,0.55957
9.297,641.2,0,1970.2,70.17,0,170.62,186.13,-1.7259,0,-16.255,0.55952
9.298,641.27,0,1970.3,70.168,0,170.6,186.12,-1.7255,0,-16.253,0.55947
9.299,641.34,0,1970.5,70.166,0,170.58,186.1,-1.7252,0,-16.252,0.55943
9.3,641.41,0,1970.7,70.164,0,170.57,186.09,-1.7249,0,-16.251,0.55938
9.301,641.48,0,1970.9,70.163,0,170.55,186.07,-1.7246,0,-16.25,0.55934
9.302,641.55,0,1971,70.161,0,170.54,186.06,-1.7243,0,-16.249,0.55929
9.303,641.62,0,1971.2,70.159,0,170.52,186.04,-1.7239,0,-16.247,0.55925
9.304,641.69,0,1971.4,70.158,0,170.5,186.02,-1.7236,0,-16.246,0.5592
9.305,641.76,0,1971.5,70.156,0,170.49,186.01,-1.7233,0,-16.245,0.55916
9.306,641.83,0,1971.7,70.154,0,170.47,185.99,-1.723,0,-16.244,0.55911
9.307,641.9,0,1971.9,70.152,0,170.45,185.98,-1.7227,0,-16.243,0.55906
9.308,641.97,0,1972,70.151,0,170.44,185.96,-1.7223,0,-16.241,0.55902
9.309,642.04,0,1972.2,70.149,0,170.42,185.95,-1.722,0,-16.24,0.55897
9.31,642.11,0,1972.4,70.147,0,170.41,185.93,-1.7217,0,-16.239,0.55893
9.311,642.18,0,1972.6,70.145,0,170.39,185.92,-1.7214,0,-16.238,0.55888
9.312,642.25,0,1972.7,70.144,0,170.37,185.9,-1.7211,0,-16.237,0.55884
9.313,642.32,0,1972.9,70.142,0,170.36,185.88,-1.7207,0,-16.235,0.55879
9.314,642.39,0,1973.1,70.14,0,170.34,185.87,-1.7204,0,-16.234,0.55875
9.315,642.46,0,1973.2,70.139,0,170.33,185.85,-1.7201,0,-16.233,0.5587
9.316,642.53,0,1973.4,70.137,0,170.31,185.84,-1.7198,0,-16.232,0.55865
9.317,642.61,0,1973.6,70.135,0,170.29,185.82,-1.7195,0,-16.231,0.55861
9.318,642.68,0,1973.7,70.133,0,170.28,185.81,-1.7191,0,-16.229,0.55856
9.319,642.75,0,1973.9,70.132,0,170.26,185.79,-1.7188,0,-16.228,0.55852
9.32,642.82,0,1974.1,70.13,0,170.24,185.78,-1.7185,0,-16.227,0.55847
9.321,642.89,0,1974.3,70.128,0,170.23,185.76,-1.7182,0,-16.226,0.55843
9.322,642.96,0,1974.4,70.127,0,170.21,185.75,-1.7179,0,-16.225,0.55838
9.323,643.03,0,1974.6,70.125,0,170.2,185.73,-1.7175,0,-16.223,0.55834
9.324,643.1,0,1974.8,70.123,0,170.18,185.71,-1.7172,0,-16.222,0.55829
9.325,643.17,0,1974.9,70.121,0,170.16,185.7,-1.7169,0,-16.221,0.55824
9.326,643.24,0,1975.1,70.12,0,170.15,185.68,-1.7166,0,-16.22,0.5582
9.327,643.31,0,1975.3,70.118,0,170.13,185.67,-1.7163,0,-16.219,0.55815
9.328,643.38,0,1975.5,70.116,0,170.11,185.65,-1.7159,0,-16.218,0.55811
9.329,643.45,0,1975.6,70.115,0,170.1,185.64,-1.7156,0,-16.216,0.55806
9.33,643.52,0,1975.8,70.113,0,170.08,185.62,-1.7153,0,-16.215,0.55802
9.331,643.59,0,1976,70.111,0,170.07,185.61,-1.715,0,-16.214,0.55797
9.332,643.66,0,1976.1,70.109,0,170.05,185.59,-1.7147,0,-16.213,0.55793
9.333,643.73,0,1976.3,70.108,0,170.03,185.57,-1.7143,0,-16.212,0.55788
9.334,643.8,0,1976.5,70.106,0,170.02,185.56,-1.714,0,-16.21,0.55784
9.335,643.87,0,1976.6,70.104,0,170,185.54,-1.7137,0,-16.209,0.55779
9.336,643.94,0,1976.8,70.103,0,169.98,185.53,-1.7134,0,-16.208,0.55774
9.337,644.01,0,1977,70.101,0,169.97,185.51,-1.7131,0,-16.207,0.5577
9.338,644.08,0,1977.2,70.099,0,169.95,185.5,-1.7127,0,-16.206,0.55765
9.339,644.15,0,1977.3,70.097,0,169.94,185.48,-1.7124,0,-16.204,0.55761
9.34,644.22,0,1977.5,70.096,0,169.92,185.47,-1.7121,0,-16.203,0.55756
9.341,644.29,0,1977.7,70.094,0,169.9,185.45,-1.7118,0,-16.202,0.55752
9.342,644.36,0,1977.8,70.092,0,169.89,185.44,-1.7115,0,-16.201,0.55747
9.343,644.43,0,1978,70.091,0,169.87,185.42,-1.7111,0,-16.2,0.55743
9.344,644.5,0,1978.2,70.089,0,169.85,185.4,-1.7108,0,-16.198,0.55738
9.345,644.57,0,1978.3,70.087,0,169.84,185.39,-1.7105,0,-16.197,0.55734
9.346,644.64,0,1978.5,70.085,0,169.82,185.37,-1.7102,0,-16.196,0.55729
9.347,644.71,0,1978.7,70.084,0,169.81,185.36,-1.7099,0,-16.195,0.55724
9.348,644.78,0,1978.9,70.082,0,169.79,185.34,-1.7095,0,-16.194,0.5572
9.349,644.85,0,1979,70.08,0,169.77,185.33,-1.7092,0,-16.192,0.55715
9.35,644.92,0,1979.2,70.079,0,169.76,185.31,-1.7089,0,-16.191,0.55711
9.351,644.99,0,1979.4,70.077,0,169.74,185.3,-1.7086,0,-16.19,0.55706
9.352,645.06,0,1979.5,70.075,0,169.73,185.28,-1.7083,0,-16.189,0.55702
9.353,645.13,0,1979.7,70.073,0,169.71,185.26,-1.708,0,-16.188,0.55697
9.354,645.2,0,1979.9,70.072,0,169.69,185.25,-1.7076,0,-16.187,0.55693
9.355,645.27,0,1980,70.07,0,169.68,185.23,-1.7073,0,-16.185,0.55688
9.356,645.34,0,1980.2,70.068,0,169.66,185.22,-1.707,0,-16.184,0.55684
9.357,645.41,0,1980.4,70.067,0,169.64,185.2,-1.7067,0,-16.183,0.55679
9.358,645.48,0,1980.5,70.065,0,169.63,185.19,-1.7064,0,-16.182,0.55674
9.359,645.55,0,1980.7,70.063,0,169.61,185.17,-1.706,0,-16.181,0.5567
9.36,645.62,0,1980.9,70.062,0,169.6,185.16,-1.7057,0,-16.179,0.55665
9.361,645.69,0,1981.1,70.06,0,169.58,185.14,-1.7054,0,-16.178,0.55661
9.362,645.76,0,1981.2,70.058,0,169.56,185.13,-1.7051,0,-16.177,0.55656
9.363,645.83,0,1981.4,70.056,0,169.55,185.11,-1.7048,0,-16.176,0.55652
9.364,645.9,0,1981.6,70.055,0,169.53,185.09,-1.7045,0,-16.175,0.55647
9.365,645.97,0,1981.7,70.053,0,169.51,185.08,-1.7041,0,-16.173,0.55643
9.366,646.04,0,1981.9,70.051,0,169.5,185.06,-1.7038,0,-16.172,0.55638
9.367,646.11,0,1982.1,70.05,0,169.48,185.05,-1.7035,0,-16.171,0.55634
9.368,646.18,0,1982.2,70.048,0,169.47,185.03,-1.7032,0,-16.17,0.55629
9.369,646.25,0,1982.4,70.046,0,169.45,185.02,-1.7029,0,-16.169,0.55625
9.37,646.32,0,1982.6,70.044,0,169.43,185,-1.7026,0,-16.168,0.5562
9.371,646.39,0,1982.8,70.043,0,169.42,184.99,-1.7022,0,-16.166,0.55616
9.372,646.46,0,1982.9,70.041,0,169.4,184.97,-1.7019,0,-16.165,0.55611
9.373,646.53,0,1983.1,70.039,0,169.39,184.96,-1.7016,0,-16.164,0.55606
9.374,646.6,0,1983.3,70.038,0,169.37,184.94,-1.7013,0,-16.163,0.55602
9.375,646.67,0,1983.4,70.036,0,169.35,184.92,-1.701,0,-16.162,0.55597
9.376,646.74,0,1983.6,70.034,0,169.34,184.91,-1.7007,0,-16.16,0.55593
9.377,646.81,0,1983.8,70.033,0,169.32,184.89,-1.7003,0,-16.159,0.55588
9.378,646.88,0,1983.9,70.031,0,169.3,184.88,-1.7,0,-16.158,0.55584
9.379,646.95,0,1984.1,70.029,0,169.29,184.86,-1.6997,0,-16.157,0.55579
9.38,647.02,0,1984.3,70.027,0,169.27,184.85,-1.6994,0,-16.156,0.55575
9.381,647.09,0,1984.4,70.026,0,169.26,184.83,-1.6991,0,-16.155,0.5557
9.382,647.16,0,1984.6,70.024,0,169.24,184.82,-1.6988,0,-16.153,0.55566
9.383,647.23,0,1984.8,70.022,0,169.22,184.8,-1.6984,0,-16.152,0.55561
9.384,647.3,0,1985,70.021,0,169.21,184.79,-1.6981,0,-16.151,0.55557
9.385,647.37,0,1985.1,70.019,0,169.19,184.77,-1.6978,0,-16.15,0.55552
9.386,647.44,0,1985.3,70.017,0,169.18,184.75,-1.6975,0,-16.149,0.55548
9.387,647.51,0,1985.5,70.016,0,169.16,184.74,-1.6972,0,-16.147,0.55543
9.388,647.58,0,1985.6,70.014,0,169.14,184.72,-1.6969,0,-16.146,0.55538
9.389,647.65,0,1985.8,70.012,0,169.13,184.71,-1.6965,0,-16.145,0.55534
9.39,647.72,0,1986,70.01,0,169.11,184.69,-1.6962,0,-16.144,0.55529
9.391,647.79,0,1986.1,70.009,0,169.09,184.68,-1.6959,0,-16.143,0.55525
9.392,647.86,0,1986.3,70.007,0,169.08,184.66,-1.6956,0,-16.142,0.5552
9.393,647.93,0,1986.5,70.005,0,169.06,184.65,-1.6953,0,-16.14,0.55516
9.394,648,0,1986.6,70.004,0,169.05,184.63,-1.695,0,-16.139,0.55511
9.395,648.07,0,1986.8,70.002,0,169.03,184.62,-1.6946,0,-16.138,0.55507
9.396,648.14,0,1987,70,0,169.01,184.6,-1.6943,0,-16.137,0.55502
9.397,648.21,0,1987.2,69.999,0,169,184.59,-1.694,0,-16.136,0.55498
9.398,648.28,0,1987.3,69.997,0,168.98,184.57,-1.6937,0,-16.134,0.55493
9.399,648.35,0,1987.5,69.995,0,168.97,184.55,-1.6934,0,-16.133,0.55489
9.4,648.42,0,1987.7,69.994,0,168.95,184.54,-1.6931,0,-16.132,0.55484
9.401,648.49,0,1987.8,69.992,0,168.93,184.52,-1.6927,0,-16.131,0.5548
9.402,648.56,0,1988,69.99,0,168.92,184.51,-1.6924,0,-16.13,0.55475
9.403,648.63,0,1988.2,69.988,0,168.9,184.49,-1.6921,0,-16.129,0.55471
9.404,648.7,0,1988.3,69.987,0,168.89,184.48,-1.6918,0,-16.127,0.55466
9.405,648.77,0,1988.5,69.985,0,168.87,184.46,-1.6915,0,-16.126,0.55462
9.406,648.84,0,1988.7,69.983,0,168.85,184.45,-1.6912,0,-16.125,0.55457
9.407,648.91,0,1988.8,69.982,0,168.84,184.43,-1.6909,0,-16.124,0.55453
9.408,648.98,0,1989,69.98,0,168.82,184.42,-1.6905,0,-16.123,0.55448
9.409,649.05,0,1989.2,69.978,0,168.8,184.4,-1.6902,0,-16.122,0.55443
9.41,649.12,0,1989.3,69.977,0,168.79,184.39,-1.6899,0,-16.12,0.55439
9.411,649.19,0,1989.5,69.975,0,168.77,184.37,-1.6896,0,-16.119,0.55434
9.412,649.26,0,1989.7,69.973,0,168.76,184.35,-1.6893,0,-16.118,0.5543
9.413,649.33,0,1989.9,69.972,0,168.74,184.34,-1.689,0,-16.117,0.55425
9.414,649.4,0,1990,69.97,0,168.72,184.32,-1.6887,0,-16.116,0.55421
9.415,649.47,0,1990.2,69.968,0,168.71,184.31,-1.6883,0,-16.114,0.55416
9.416,649.54,0,1990.4,69.966,0,168.69,184.29,-1.688,0,-16.113,0.55412
9.417,649.61,0,1990.5,69.965,0,168.68,184.28,-1.6877,0,-16.112,0.55407
9.418,649.68,0,1990.7,69.963,0,168.66,184.26,-1.6874,0,-16.111,0.55403
9.419,649.75,0,1990.9,69.961,0,168.64,184.25,-1.6871,0,-16.11,0.55398
9.42,649.82,0,1991,69.96,0,168.63,184.23,-1.6868,0,-16.109,0.55394
9.421,649.89,0,1991.2,69.958,0,168.61,184.22,-1.6865,0,-16.107,0.55389
9.422,649.96,0,1991.4,69.956,0,168.59,184.2,-1.6861,0,-16.106,0.55385
9.423,650.03,0,1991.5,69.955,0,168.58,184.18,-1.6858,0,-16.105,0.5538
9.424,650.1,0,1991.7,69.953,0,168.56,184.17,-1.6855,0,-16.104,0.55376
9.425,650.17,0,1991.9,69.951,0,168.55,184.15,-1.6852,0,-16.103,0.55371
9.426,650.24,0,1992,69.95,0,168.53,184.14,-1.6849,0,-16.102,0.55367
9.427,650.31,0,1992.2,69.948,0,168.51,184.12,-1.6846,0,-16.1,0.55362
9.428,650.38,0,1992.4,69.946,0,168.5,184.11,-1.6843,0,-16.099,0.55358
9.429,650.45,0,1992.6,69.945,0,168.48,184.09,-1.6839,0,-16.098,0.55353
9.43,650.52,0,1992.7,69.943,0,168.47,184.08,-1.6836,0,-16.097,0.55349
9.431,650.59,0,1992.9,69.941,0,168.45,184.06,-1.6833,0,-16.096,0.55344
9.432,650.66,0,1993.1,69.94,0,168.43,184.05,-1.683,0,-16.095,0.5534
9.433,650.73,0,1993.2,69.938,0,168.42,184.03,-1.6827,0,-16.093,0.55335
9.434,650.8,0,1993.4,69.936,0,168.4,184.02,-1.6824,0,-16.092,0.55331
9.435,650.87,0,1993.6,69.934,0,168.39,184,-1.6821,0,-16.091,0.55326
9.436,650.94,0,1993.7,69.933,0,168.37,183.99,-1.6817,0,-16.09,0.55322
9.437,651.01,0,1993.9,69.931,0,168.35,183.97,-1.6814,0,-16.089,0.55317
9.438,651.08,0,1994.1,69.929,0,168.34,183.95,-1.6811,0,-16.088,0.55313
9.439,651.15,0,1994.2,69.928,0,168.32,183.94,-1.6808,0,-16.086,0.55308
9.44,651.22,0,1994.4,69.926,0,168.31,183.92,-1.6805,0,-16.085,0.55304
9.441,651.29,0,1994.6,69.924,0,168.29,183.91,-1.6802,0,-16.084,0.55299
9.442,651.36,0,1994.7,69.923,0,168.27,183.89,-1.6799,0,-16.083,0.55295
9.443,651.43,0,1994.9,69.921,0,168.26,183.88,-1.6795,0,-16.082,0.5529
9.444,651.5,0,1995.1,69.919,0,168.24,183.86,-1.6792,0,-16.08,0.55286
9.445,651.57,0,1995.2,69.918,0,168.22,183.85,-1.6789,0,-16.079,0.55281
9.446,651.64,0,1995.4,69.916,0,168.21,183.83,-1.6786,0,-16.078,0.55277
9.447,651.71,0,1995.6,69.914,0,168.19,183.82,-1.6783,0,-16.077,0.55272
9.448,651.78,0,1995.7,69.913,0,168.18,183.8,-1.678,0,-16.076,0.55268
9.449,651.85,0,1995.9,69.911,0,168.16,183.79,-1.6777,0,-16.075,0.55263
9.45,651.92,0,1996.1,69.909,0,168.14,183.77,-1.6774,0,-16.073,0.55259
9.451,651.99,0,1996.3,69.908,0,168.13,183.75,-1.677,0,-16.072,0.55254
9.452,652.06,0,1996.4,69.906,0,168.11,183.74,-1.6767,0,-16.071,0.5525
9.453,652.13,0,1996.6,69.904,0,168.1,183.72,-1.6764,0,-16.07,0.55245
9.454,652.2,0,1996.8,69.903,0,168.08,183.71,-1.6761,0,-16.069,0.5524
9.455,652.27,0,1996.9,69.901,0,168.06,183.69,-1.6758,0,-16.068,0.55236
9.456,652.34,0,1997.1,69.899,0,168.05,183.68,-1.6755,0,-16.066,0.55231
9.457,652.41,0,1997.3,69.898,0,168.03,183.66,-1.6752,0,-16.065,0.55227
9.458,652.48,0,1997.4,69.896,0,168.02,183.65,-1.6749,0,-16.064,0.55222
9.459,652.55,0,1997.6,69.894,0,168,183.63,-1.6745,0,-16.063,0.55218
9.46,652.62,0,1997.8,69.893,0,167.98,183.62,-1.6742,0,-16.062,0.55213
9.461,652.69,0,1997.9,69.891,0,167.97,183.6,-1.6739,0,-16.061,0.55209
9.462,652.76,0,1998.1,69.889,0,167.95,183.59,-1.6736,0,-16.059,0.55204
9.463,652.83,0,1998.3,69.887,0,167.94,183.57,-1.6733,0,-16.058,0.552
9.464,652.9,0,1998.4,69.886,0,167.92,183.56,-1.673,0,-16.057,0.55195
9.465,652.97,0,1998.6,69.884,0,167.9,183.54,-1.6727,0,-16.056,0.55191
9.466,653.04,0,1998.8,69.882,0,167.89,183.52,-1.6724,0,-16.055,0.55186
9.467,653.11,0,1998.9,69.881,0,167.87,183.51,-1.6721,0,-16.054,0.55182
9.468,653.18,0,1999.1,69.879,0,167.86,183.49,-1.6717,0,-16.053,0.55177
9.469,653.25,0,1999.3,69.877,0,167.84,183.48,-1.6714,0,-16.051,0.55173
9.47,653.32,0,1999.4,69.876,0,167.82,183.46,-1.6711,0,-16.05,0.55169
9.471,653.39,0,1999.6,69.874,0,167.81,183.45,-1.6708,0,-16.049,0.55164
9.472,653.46,0,1999.8,69.872,0,167.79,183.43,-1.6705,0,-16.048,0.5516
9.473,653.53,0,1999.9,69.871,0,167.77,183.42,-1.6702,0,-16.047,0.55155
9.474,653.6,0,2000.1,69.869,0,167.76,183.4,-1.6699,0,-16.046,0.55151
9.475,653.67,0,2000.3,69.867,0,167.74,183.39,-1.6696,0,-16.044,0.55146
9.476,653.74,0,2000.5,69.866,0,167.73,183.37,-1.6692,0,-16.043,0.55142
9.477,653.8,0,2000.6,69.864,0,167.71,183.36,-1.6689,0,-16.042,0.55137
9.478,653.87,0,2000.8,69.862,0,167.69,183.34,-1.6686,0,-16.041,0.55133
9.479,653.94,0,2001,69.861,0,167.68,183.33,-1.6683,0,-16.04,0.55128
9.48,654.01,0,2001.1,69.859,0,167.66,183.31,-1.668,0,-16.039,0.55124
9.481,654.08,0,2001.3,69.857,0,167.65,183.3,-1.6677,0,-16.037,0.55119
9.482,654.15,0,2001.5,69.856,0,167.63,183.28,-1.6674,0,-16.036,0.55115
9.483,654.22,0,2001.6,69.854,0,167.61,183.26,-1.6671,0,-16.035,0.5511
9.484,654.29,0,2001.8,69.852,0,167.6,183.25,-1.6668,0,-16.034,0.55106
9.485,654.36,0,2002,69.851,0,167.58,183.23,-1.6665,0,-16.033,0.55101
9.486,654.43,0,2002.1,69.849,0,167.57,183.22,-1.6661,0,-16.032,0.55097
9.487,654.5,0,2002.3,69.847,0,167.55,183.2,-1.6658,0,-16.03,0.55092
