time[s],positionX_E[m],positionY_E[m], positionZ_E[m], velocityX_E[m/s], velocityY_E[m/s], velocityZ_E[m/s], apparentVelocity[m/s], accelerationX_E[m/s^2], accelerationY_E[m/s^2], accelerationZ_E[m/s^2], mach[dimless]
5.383,349.42,0,1163.2,80.149,0,246.27,260.15,-3.6229,0,-23.337,0.77461
5.384,349.5,0,1163.5,80.145,0,246.25,260.12,-3.6222,0,-23.334,0.77454
5.385,349.58,0,1163.7,80.141,0,246.23,260.1,-3.6215,0,-23.332,0.77448
5.386,349.66,0,1164,80.138,0,246.2,260.08,-3.6208,0,-23.329,0.77441
5.387,349.74,0,1164.2,80.134,0,246.18,260.05,-3.6201,0,-23.326,0.77434
5.388,349.82,0,1164.5,80.13,0,246.16,260.03,-3.6194,0,-23.324,0.77428
5.389,349.9,0,1164.7,80.127,0,246.13,260.01,-3.6186,0,-23.321,0.77421
5.39,349.98,0,1165,80.123,0,246.11,259.98,-3.6179,0,-23.318,0.77414
5.391,350.06,0,1165.2,80.12,0,246.09,259.96,-3.6172,0,-23.316,0.77408
5.392,350.14,0,1165.5,80.116,0,246.06,259.94,-3.6165,0,-23.313,0.77401
5.393,350.22,0,1165.7,80.112,0,246.04,259.91,-3.6158,0,-23.31,0.77394
5.394,350.3,0,1165.9,80.109,0,246.02,259.89,-3.6151,0,-23.308,0.77388
5.395,350.38,0,1166.2,80.105,0,245.99,259.87,-3.6144,0,-23.305,0.77381
5.396,350.46,0,1166.4,80.102,0,245.97,259.84,-3.6137,0,-23.302,0.77374
5.397,350.54,0,1166.7,80.098,0,245.95,259.82,-3.6129,0,-23.3,0.77367
5.398,350.62,0,1166.9,80.094,0,245.92,259.8,-3.6122,0,-23.297,0.77361
5.399,350.7,0,1167.2,80.091,0,245.9,259.77,-3.6115,0,-23.294,0.77354
5.4,350.78,0,1167.4,80.087,0,245.88,259.75,-3.6108,0,-23.292,0.77347
5.401,350.86,0,1167.7,80.083,0,245.85,259.73,-3.6101,0,-23.289,0.77341
5.402,350.94,0,1167.9,80.08,0,245.83,259.7,-3.6094,0,-23.286,0.77334
5.403,351.02,0,1168.2,80.076,0,245.81,259.68,-3.6087,0,-23.284,0.77327
5.404,351.1,0,1168.4,80.073,0,245.78,259.66,-3.608,0,-23.281,0.77321
5.405,351.18,0,1168.6,80.069,0,245.76,259.64,-3.6073,0,-23.279,0.77314
5.406,351.26,0,1168.9,80.065,0,245.74,259.61,-3.6066,0,-23.276,0.77307
5.407,351.34,0,1169.1,80.062,0,245.71,259.59,-3.6058,0,-23.273,0.77301
5.408,351.42,0,1169.4,80.058,0,245.69,259.57,-3.6051,0,-23.271,0.77294
5.409,351.5,0,1169.6,80.055,0,245.67,259.54,-3.6044,0,-23.268,0.77287
5.41,351.58,0,1169.9,80.051,0,245.65,259.52,-3.6037,0,-23.265,0.77281
5.411,351.66,0,1170.1,80.047,0,245.62,259.5,-3.603,0,-23.263,0.77274
5.412,351.74,0,1170.4,80.044,0,245.6,259.47,-3.6023,0,-23.26,0.77267
5.413,351.82,0,1170.6,80.04,0,245.58,259.45,-3.6016,0,-23.257,0.77261
5.414,351.9,0,1170.9,80.037,0,245.55,259.43,-3.6009,0,-23.255,0.77254
5.415,351.98,0,1171.1,80.033,0,245.53,259.4,-3.6002,0,-23.252,0.77248
5.416,352.06,0,1171.3,80.029,0,245.51,259.38,-3.5995,0,-23.249,0.77241
5.417,352.14,0,1171.6,80.026,0,245.48,259.36,-3.5988,0,-23.247,0.77234
5.418,352.22,0,1171.8,80.022,0,245.46,259.34,-3.598,0,-23.244,0.77228
5.419,352.3,0,1172.1,80.019,0,245.44,259.31,-3.5973,0,-23.241,0.77221
5.42,352.38,0,1172.3,80.015,0,245.41,259.29,-3.5966,0,-23.239,0.77214
5.421,352.46,0,1172.6,80.011,0,245.39,259.27,-3.5959,0,-23.236,0.77208
5.422,352.54,0,1172.8,80.008,0,245.37,259.24,-3.5952,0,-23.234,0.77201
5.423,352.62,0,1173.1,80.004,0,245.34,259.22,-3.5945,0,-23.231,0.77194
5.424,352.7,0,1173.3,80.001,0,245.32,259.2,-3.5938,0,-23.228,0.77188
5.425,352.78,0,1173.6,79.997,0,245.3,259.17,-3.5931,0,-23.226,0.77181
5.426,352.86,0,1173.8,79.993,0,245.27,259.15,-3.5924,0,-23.223,0.77174
5.427,352.94,0,1174,79.99,0,245.25,259.13,-3.5917,0,-23.22,0.77168
5.428,353.02,0,1174.3,79.986,0,245.23,259.1,-3.591,0,-23.218,0.77161
5.429,353.1,0,1174.5,79.983,0,245.2,259.08,-3.5903,0,-23.215,0.77154
5.43,353.18,0,1174.8,79.979,0,245.18,259.06,-3.5896,0,-23.212,0.77148
5.431,353.26,0,1175,79.975,0,245.16,259.04,-3.5889,0,-23.21,0.77141
5.432,353.34,0,1175.3,79.972,0,245.13,259.01,-3.5882,0,-23.207,0.77134
5.433,353.42,0,1175.5,79.968,0,245.11,258.99,-3.5874,0,-23.205,0.77128
5.434,353.5,0,1175.8,79.965,0,245.09,258.97,-3.5867,0,-23.202,0.77121
5.435,353.58,0,1176,79.961,0,245.06,258.94,-3.586,0,-23.199,0.77115
5.436,353.66,0,1176.3,79.958,0,245.04,258.92,-3.5853,0,-23.197,0.77108
5.437,353.74,0,1176.5,79.954,0,245.02,258.9,-3.5846,0,-23.194,0.77101
5.438,353.82,0,1176.7,79.95,0,244.99,258.87,-3.5839,0,-23.191,0.77095
5.439,353.9,0,1177,79.947,0,244.97,258.85,-3.5832,0,-23.189,0.77088
5.44,353.98,0,1177.2,79.943,0,244.95,258.83,-3.5825,0,-23.186,0.77081
5.441,354.06,0,1177.5,79.94,0,244.93,258.8,-3.5818,0,-23.184,0.77075
5.442,354.14,0,1177.7,79.936,0,244.9,258.78,-3.5811,0,-23.181,0.77068
5.443,354.22,0,1178,79.932,0,244.88,258.76,-3.5804,0,-23.178,0.77061
5.444,354.3,0,1178.2,79.929,0,244.86,258.74,-3.5797,0,-23.176,0.77055
5.445,354.38,0,1178.5,79.925,0,244.83,258.71,-3.579,0,-23.173,0.77048
5.446,354.46,0,1178.7,79.922,0,244.81,258.69,-3.5783,0,-23.17,0.77042
5.447,354.54,0,1178.9,79.918,0,244.79,258.67,-3.5776,0,-23.168,0.77035
5.448,354.62,0,1179.2,79.915,0,244.76,258.64,-3.5769,0,-23.165,0.77028
5.449,354.7,0,1179.4,79.911,0,244.74,258.62,-3.5762,0,-23.163,0.77022
5.45,354.78,0,1179.7,79.907,0,244.72,258.6,-3.5755,0,-23.16,0.77015
5.451,354.86,0,1179.9,79.904,0,244.69,258.57,-3.5748,0,-23.157,0.77008
5.452,354.94,0,1180.2,79.9,0,244.67,258.55,-3.5741,0,-23.155,0.77002
5.453,355.02,0,1180.4,79.897,0,244.65,258.53,-3.5734,0,-23.152,0.76995
5.454,355.1,0,1180.7,79.893,0,244.62,258.51,-3.5727,0,-23.149,0.76988
5.455,355.18,0,1180.9,79.89,0,244.6,258.48,-3.572,0,-23.147,0.76982
5.456,355.26,0,1181.2,79.886,0,244.58,258.46,-3.5713,0,-23.144,0.76975
5.457,355.34,0,1181.4,79.882,0,244.55,258.44,-3.5706,0,-23.142,0.76969
5.458,355.42,0,1181.6,79.879,0,244.53,258.41,-3.5699,0,-23.139,0.76962
5.459,355.5,0,1181.9,79.875,0,244.51,258.39,-3.5692,0,-23.136,0.76955
5.46,355.58,0,1182.1,79.872,0,244.49,258.37,-3.5685,0,-23.134,0.76949
5.461,355.66,0,1182.4,79.868,0,244.46,258.34,-3.5678,0,-23.131,0.76942
5.462,355.74,0,1182.6,79.865,0,244.44,258.32,-3.5671,0,-23.128,0.76935
5.463,355.82,0,1182.9,79.861,0,244.42,258.3,-3.5664,0,-23.126,0.76929
5.464,355.9,0,1183.1,79.857,0,244.39,258.28,-3.5657,0,-23.123,0.76922
5.465,355.98,0,1183.4,79.854,0,244.37,258.25,-3.565,0,-23.121,0.76916
5.466,356.06,0,1183.6,79.85,0,244.35,258.23,-3.5643,0,-23.118,0.76909
5.467,356.14,0,1183.8,79.847,0,244.32,258.21,-3.5636,0,-23.115,0.76902
5.468,356.22,0,1184.1,79.843,0,244.3,258.18,-3.5629,0,-23.113,0.76896
5.469,356.3,0,1184.3,79.84,0,244.28,258.16,-3.5622,0,-23.11,0.76889
5.47,356.38,0,1184.6,79.836,0,244.25,258.14,-3.5615,0,-23.108,0.76883
5.471,356.46,0,1184.8,79.832,0,244.23,258.11,-3.5608,0,-23.105,0.76876
5.472,356.54,0,1185.1,79.829,0,244.21,258.09,-3.5601,0,-23.102,0.76869
5.473,356.62,0,1185.3,79.825,0,244.18,258.07,-3.5594,0,-23.1,0.76863
5.474,356.7,0,1185.5,79.822,0,244.16,258.05,-3.5587,0,-23.097,0.76856
5.475,356.78,0,1185.8,79.818,0,244.14,258.02,-3.558,0,-23.094,0.76849
5.476,356.86,0,1186,79.815,0,244.12,258,-3.5573,0,-23.092,0.76843
5.477,356.94,0,1186.3,79.811,0,244.09,257.98,-3.5566,0,-23.089,0.76836
5.478,357.02,0,1186.5,79.808,0,244.07,257.95,-3.5559,0,-23.087,0.7683
5.479,357.1,0,1186.8,79.804,0,244.05,257.93,-3.5552,0,-23.084,0.76823
5.48,357.18,0,1187,79.8,0,244.02,257.91,-3.5545,0,-23.081,0.76816
5.481,357.26,0,1187.3,79.797,0,244,257.89,-3.5538,0,-23.079,0.7681
5.482,357.34,0,1187.5,79.793,0,243.98,257.86,-3.5531,0,-23.076,0.76803
5.483,357.42,0,1187.7,79.79,0,243.95,257.84,-3.5524,0,-23.074,0.76797
5.484,357.5,0,1188,79.786,0,243.93,257.82,-3.5517,0,-23.071,0.7679
5.485,357.58,0,1188.2,79.783,0,243.91,257.79,-3.551,0,-23.068,0.76783
5.486,357.66,0,1188.5,79.779,0,243.88,257.77,-3.5503,0,-23.066,0.76777
5.487,357.74,0,1188.7,79.776,0,243.86,257.75,-3.5496,0,-23.063,0.7677
5.488,357.81,0,1189,79.772,0,243.84,257.73,-3.5489,0,-23.061,0.76764
5.489,357.89,0,1189.2,79.768,0,243.82,257.7,-3.5482,0,-23.058,0.76757
5.49,357.97,0,1189.5,79.765,0,243.79,257.68,-3.5475,0,-23.055,0.7675
5.491,358.05,0,1189.7,79.761,0,243.77,257.66,-3.5468,0,-23.053,0.76744
5.492,358.13,0,1189.9,79.758,0,243.75,257.63,-3.5461,0,-23.05,0.76737
5.493,358.21,0,1190.2,79.754,0,243.72,257.61,-3.5454,0,-23.048,0.76731
5.494,358.29,0,1190.4,79.751,0,243.7,257.59,-3.5447,0,-23.045,0.76724
5.495,358.37,0,1190.7,79.747,0,243.68,257.56,-3.544,0,-23.042,0.76717
5.496,358.45,0,1190.9,79.744,0,243.65,257.54,-3.5433,0,-23.04,0.76711
5.497,358.53,0,1191.2,79.74,0,243.63,257.52,-3.5426,0,-23.037,0.76704
5.498,358.61,0,1191.4,79.737,0,243.61,257.5,-3.5419,0,-23.035,0.76698
5.499,358.69,0,1191.6,79.733,0,243.58,257.47,-3.5412,0,-23.032,0.76691
5.5,358.77,0,1191.9,79.729,0,243.56,257.45,-3.5405,0,-23.029,0.76684
5.501,358.85,0,1192.1,79.726,0,243.54,257.43,-3.5398,0,-23.027,0.76678
5.502,358.93,0,1192.4,79.722,0,243.52,257.4,-3.5392,0,-23.024,0.76671
5.503,359.01,0,1192.6,79.719,0,243.49,257.38,-3.5385,0,-23.022,0.76665
5.504,359.09,0,1192.9,79.715,0,243.47,257.36,-3.5378,0,-23.019,0.76658
5.505,359.17,0,1193.1,79.712,0,243.45,257.34,-3.5371,0,-23.016,0.76651
5.506,359.25,0,1193.4,79.708,0,243.42,257.31,-3.5364,0,-23.014,0.76645
5.507,359.33,0,1193.6,79.705,0,243.4,257.29,-3.5357,0,-23.011,0.76638
5.508,359.41,0,1193.8,79.701,0,243.38,257.27,-3.535,0,-23.009,0.76632
5.509,359.49,0,1194.1,79.698,0,243.35,257.24,-3.5343,0,-23.006,0.76625
5.51,359.57,0,1194.3,79.694,0,243.33,257.22,-3.5336,0,-23.004,0.76618
5.511,359.65,0,1194.6,79.691,0,243.31,257.2,-3.5329,0,-23.001,0.76612
5.512,359.73,0,1194.8,79.687,0,243.29,257.18,-3.5322,0,-22.998,0.76605
5.513,359.81,0,1195.1,79.684,0,243.26,257.15,-3.5315,0,-22.996,0.76599
5.514,359.89,0,1195.3,79.68,0,243.24,257.13,-3.5308,0,-22.993,0.76592
5.515,359.97,0,1195.5,79.676,0,243.22,257.11,-3.5301,0,-22.991,0.76586
5.516,360.05,0,1195.8,79.673,0,243.19,257.09,-3.5294,0,-22.988,0.76579
5.517,360.13,0,1196,79.669,0,243.17,257.06,-3.5288,0,-22.985,0.76572
5.518,360.21,0,1196.3,79.666,0,243.15,257.04,-3.5281,0,-22.983,0.76566
5.519,360.29,0,1196.5,79.662,0,243.12,257.02,-3.5274,0,-22.98,0.76559
5.52,360.37,0,1196.8,79.659,0,243.1,256.99,-3.5267,0,-22.978,0.76553
5.521,360.45,0,1197,79.655,0,243.08,256.97,-3.526,0,-22.975,0.76546
5.522,360.53,0,1197.2,79.652,0,243.06,256.95,-3.5253,0,-22.973,0.7654
5.523,360.6,0,1197.5,79.648,0,243.03,256.93,-3.5246,0,-22.97,0.76533
5.524,360.68,0,1197.7,79.645,0,243.01,256.9,-3.5239,0,-22.967,0.76526
5.525,360.76,0,1198,79.641,0,242.99,256.88,-3.5232,0,-22.965,0.7652
5.526,360.84,0,1198.2,79.638,0,242.96,256.86,-3.5225,0,-22.962,0.76513
5.527,360.92,0,1198.5,79.634,0,242.94,256.83,-3.5218,0,-22.96,0.76507
5.528,361,0,1198.7,79.631,0,242.92,256.81,-3.5212,0,-22.957,0.765
5.529,361.08,0,1198.9,79.627,0,242.89,256.79,-3.5205,0,-22.954,0.76493
5.53,361.16,0,1199.2,79.624,0,242.87,256.77,-3.5198,0,-22.952,0.76487
5.531,361.24,0,1199.4,79.62,0,242.85,256.74,-3.5191,0,-22.949,0.7648
5.532,361.32,0,1199.7,79.617,0,242.83,256.72,-3.5184,0,-22.947,0.76474
5.533,361.4,0,1199.9,79.613,0,242.8,256.7,-3.5177,0,-22.944,0.76467
5.534,361.48,0,1200.2,79.609,0,242.78,256.67,-3.517,0,-22.942,0.76461
5.535,361.56,0,1200.4,79.606,0,242.76,256.65,-3.5163,0,-22.939,0.76454
5.536,361.64,0,1200.6,79.602,0,242.73,256.63,-3.5156,0,-22.936,0.76448
5.537,361.72,0,1200.9,79.599,0,242.71,256.61,-3.5149,0,-22.934,0.76441
5.538,361.8,0,1201.1,79.595,0,242.69,256.58,-3.5143,0,-22.931,0.76434
5.539,361.88,0,1201.4,79.592,0,242.67,256.56,-3.5136,0,-22.929,0.76428
5.54,361.96,0,1201.6,79.588,0,242.64,256.54,-3.5129,0,-22.926,0.76421
5.541,362.04,0,1201.9,79.585,0,242.62,256.52,-3.5122,0,-22.924,0.76415
5.542,362.12,0,1202.1,79.581,0,242.6,256.49,-3.5115,0,-22.921,0.76408
5.543,362.2,0,1202.3,79.578,0,242.57,256.47,-3.5108,0,-22.918,0.76402
5.544,362.28,0,1202.6,79.574,0,242.55,256.45,-3.5101,0,-22.916,0.76395
5.545,362.36,0,1202.8,79.571,0,242.53,256.42,-3.5094,0,-22.913,0.76388
5.546,362.44,0,1203.1,79.567,0,242.51,256.4,-3.5087,0,-22.911,0.76382
5.547,362.52,0,1203.3,79.564,0,242.48,256.38,-3.5081,0,-22.908,0.76375
5.548,362.59,0,1203.6,79.56,0,242.46,256.36,-3.5074,0,-22.906,0.76369
5.549,362.67,0,1203.8,79.557,0,242.44,256.33,-3.5067,0,-22.903,0.76362
5.55,362.75,0,1204,79.553,0,242.41,256.31,-3.506,0,-22.901,0.76356
5.551,362.83,0,1204.3,79.55,0,242.39,256.29,-3.5053,0,-22.898,0.76349
5.552,362.91,0,1204.5,79.546,0,242.37,256.27,-3.5046,0,-22.895,0.76343
5.553,362.99,0,1204.8,79.543,0,242.34,256.24,-3.5039,0,-22.893,0.76336
5.554,363.07,0,1205,79.539,0,242.32,256.22,-3.5033,0,-22.89,0.76329
5.555,363.15,0,1205.3,79.536,0,242.3,256.2,-3.5026,0,-22.888,0.76323
5.556,363.23,0,1205.5,79.532,0,242.28,256.17,-3.5019,0,-22.885,0.76316
5.557,363.31,0,1205.7,79.529,0,242.25,256.15,-3.5012,0,-22.883,0.7631
5.558,363.39,0,1206,79.525,0,242.23,256.13,-3.5005,0,-22.88,0.76303
5.559,363.47,0,1206.2,79.522,0,242.21,256.11,-3.4998,0,-22.877,0.76297
5.56,363.55,0,1206.5,79.518,0,242.18,256.08,-3.4991,0,-22.875,0.7629
5.561,363.63,0,1206.7,79.515,0,242.16,256.06,-3.4985,0,-22.872,0.76284
5.562,363.71,0,1206.9,79.511,0,242.14,256.04,-3.4978,0,-22.87,0.76277
5.563,363.79,0,1207.2,79.508,0,242.12,256.02,-3.4971,0,-22.867,0.76271
5.564,363.87,0,1207.4,79.504,0,242.09,255.99,-3.4964,0,-22.865,0.76264
5.565,363.95,0,1207.7,79.501,0,242.07,255.97,-3.4957,0,-22.862,0.76257
5.566,364.03,0,1207.9,79.497,0,242.05,255.95,-3.495,0,-22.86,0.76251
5.567,364.11,0,1208.2,79.494,0,242.02,255.92,-3.4943,0,-22.857,0.76244
5.568,364.19,0,1208.4,79.49,0,242,255.9,-3.4937,0,-22.854,0.76238
5.569,364.26,0,1208.6,79.487,0,241.98,255.88,-3.493,0,-22.852,0.76231
5.57,364.34,0,1208.9,79.483,0,241.96,255.86,-3.4923,0,-22.849,0.76225
5.571,364.42,0,1209.1,79.48,0,241.93,255.83,-3.4916,0,-22.847,0.76218
5.572,364.5,0,1209.4,79.476,0,241.91,255.81,-3.4909,0,-22.844,0.76212
5.573,364.58,0,1209.6,79.473,0,241.89,255.79,-3.4902,0,-22.842,0.76205
5.574,364.66,0,1209.9,79.469,0,241.86,255.77,-3.4896,0,-22.839,0.76199
5.575,364.74,0,1210.1,79.466,0,241.84,255.74,-3.4889,0,-22.837,0.76192
5.576,364.82,0,1210.3,79.462,0,241.82,255.72,-3.4882,0,-22.834,0.76185
5.577,364.9,0,1210.6,79.459,0,241.8,255.7,-3.4875,0,-22.831,0.76179
5.578,364.98,0,1210.8,79.455,0,241.77,255.68,-3.4868,0,-22.829,0.76172
5.579,365.06,0,1211.1,79.452,0,241.75,255.65,-3.4861,0,-22.826,0.76166
5.58,365.14,0,1211.3,79.448,0,241.73,255.63,-3.4855,0,-22.824,0.76159
5.581,365.22,0,1211.5,79.445,0,241.7,255.61,-3.4848,0,-22.821,0.76153
5.582,365.3,0,1211.8,79.441,0,241.68,255.58,-3.4841,0,-22.819,0.76146
5.583,365.38,0,1212,79.438,0,241.66,255.56,-3.4834,0,-22.816,0.7614
5.584,365.46,0,1212.3,79.434,0,241.64,255.54,-3.4827,0,-22.814,0.76133
5.585,365.54,0,1212.5,79.431,0,241.61,255.52,-3.4821,0,-22.811,0.76127
5.586,365.62,0,1212.8,79.428,0,241.59,255.49,-3.4814,0,-22.809,0.7612
5.587,365.69,0,1213,79.424,0,241.57,255.47,-3.4807,0,-22.806,0.76114
5.588,365.77,0,1213.2,79.421,0,241.55,255.45,-3.48,0,-22.803,0.76107
5.589,365.85,0,1213.5,79.417,0,241.52,255.43,-3.4793,0,-22.801,0.76101
5.59,365.93,0,1213.7,79.414,0,241.5,255.4,-3.4786,0,-22.798,0.76094
5.591,366.01,0,1214,79.41,0,241.48,255.38,-3.478,0,-22.796,0.76088
5.592,366.09,0,1214.2,79.407,0,241.45,255.36,-3.4773,0,-22.793,0.76081
5.593,366.17,0,1214.4,79.403,0,241.43,255.34,-3.4766,0,-22.791,0.76074
5.594,366.25,0,1214.7,79.4,0,241.41,255.31,-3.4759,0,-22.788,0.76068
5.595,366.33,0,1214.9,79.396,0,241.39,255.29,-3.4752,0,-22.786,0.76061
5.596,366.41,0,1215.2,79.393,0,241.36,255.27,-3.4746,0,-22.783,0.76055
5.597,366.49,0,1215.4,79.389,0,241.34,255.25,-3.4739,0,-22.781,0.76048
5.598,366.57,0,1215.6,79.386,0,241.32,255.22,-3.4732,0,-22.778,0.76042
5.599,366.65,0,1215.9,79.382,0,241.29,255.2,-3.4725,0,-22.776,0.76035
5.6,366.73,0,1216.1,79.379,0,241.27,255.18,-3.4718,0,-22.773,0.76029
5.601,366.81,0,1216.4,79.375,0,241.25,255.15,-3.4712,0,-22.77,0.76022
5.602,366.89,0,1216.6,79.372,0,241.23,255.13,-3.4705,0,-22.768,0.76016
5.603,366.97,0,1216.9,79.368,0,241.2,255.11,-3.4698,0,-22.765,0.76009
5.604,367.04,0,1217.1,79.365,0,241.18,255.09,-3.4691,0,-22.763,0.76003
5.605,367.12,0,1217.3,79.361,0,241.16,255.06,-3.4685,0,-22.76,0.75996
5.606,367.2,0,1217.6,79.358,0,241.13,255.04,-3.4678,0,-22.758,0.7599
5.607,367.28,0,1217.8,79.355,0,241.11,255.02,-3.4671,0,-22.755,0.75983
5.608,367.36,0,1218.1,79.351,0,241.09,255,-3.4664,0,-22.753,0.75977
5.609,367.44,0,1218.3,79.348,0,241.07,254.97,-3.4657,0,-22.75,0.7597
5.61,367.52,0,1218.5,79.344,0,241.04,254.95,-3.4651,0,-22.748,0.75964
5.611,367.6,0,1218.8,79.341,0,241.02,254.93,-3.4644,0,-22.745,0.75957
5.612,367.68,0,1219,79.337,0,241,254.91,-3.4637,0,-22.743,0.75951
5.613,367.76,0,1219.3,79.334,0,240.98,254.88,-3.463,0,-22.74,0.75944
5.614,367.84,0,1219.5,79.33,0,240.95,254.86,-3.4624,0,-22.738,0.75938
5.615,367.92,0,1219.7,79.327,0,240.93,254.84,-3.4617,0,-22.735,0.75931
5.616,368,0,1220,79.323,0,240.91,254.82,-3.461,0,-22.733,0.75925
5.617,368.08,0,1220.2,79.32,0,240.88,254.79,-3.4603,0,-22.73,0.75918
5.618,368.16,0,1220.5,79.316,0,240.86,254.77,-3.4596,0,-22.727,0.75912
5.619,368.23,0,1220.7,79.313,0,240.84,254.75,-3.459,0,-22.725,0.75905
5.62,368.31,0,1221,79.31,0,240.82,254.73,-3.4583,0,-22.722,0.75899
5.621,368.39,0,1221.2,79.306,0,240.79,254.7,-3.4576,0,-22.72,0.75892
5.622,368.47,0,1221.4,79.303,0,240.77,254.68,-3.4569,0,-22.717,0.75886
5.623,368.55,0,1221.7,79.299,0,240.75,254.66,-3.4563,0,-22.715,0.75879
5.624,368.63,0,1221.9,79.296,0,240.73,254.64,-3.4556,0,-22.712,0.75873
5.625,368.71,0,1222.2,79.292,0,240.7,254.61,-3.4549,0,-22.71,0.75866
5.626,368.79,0,1222.4,79.289,0,240.68,254.59,-3.4542,0,-22.707,0.7586
5.627,368.87,0,1222.6,79.285,0,240.66,254.57,-3.4536,0,-22.705,0.75853
5.628,368.95,0,1222.9,79.282,0,240.63,254.55,-3.4529,0,-22.702,0.75847
5.629,369.03,0,1223.1,79.278,0,240.61,254.52,-3.4522,0,-22.7,0.7584
5.63,369.11,0,1223.4,79.275,0,240.59,254.5,-3.4515,0,-22.697,0.75834
5.631,369.19,0,1223.6,79.272,0,240.57,254.48,-3.4509,0,-22.695,0.75827
5.632,369.27,0,1223.8,79.268,0,240.54,254.46,-3.4502,0,-22.692,0.75821
5.633,369.34,0,1224.1,79.265,0,240.52,254.43,-3.4495,0,-22.69,0.75814
5.634,369.42,0,1224.3,79.261,0,240.5,254.41,-3.4488,0,-22.687,0.75808
5.635,369.5,0,1224.6,79.258,0,240.48,254.39,-3.4482,0,-22.685,0.75801
5.636,369.58,0,1224.8,79.254,0,240.45,254.37,-3.4475,0,-22.682,0.75795
5.637,369.66,0,1225,79.251,0,240.43,254.34,-3.4468,0,-22.68,0.75788
5.638,369.74,0,1225.3,79.247,0,240.41,254.32,-3.4461,0,-22.677,0.75782
5.639,369.82,0,1225.5,79.244,0,240.39,254.3,-3.4455,0,-22.675,0.75775
5.64,369.9,0,1225.8,79.24,0,240.36,254.28,-3.4448,0,-22.672,0.75769
5.641,369.98,0,1226,79.237,0,240.34,254.25,-3.4441,0,-22.67,0.75762
5.642,370.06,0,1226.2,79.234,0,240.32,254.23,-3.4435,0,-22.667,0.75756
5.643,370.14,0,1226.5,79.23,0,240.29,254.21,-3.4428,0,-22.665,0.75749
5.644,370.22,0,1226.7,79.227,0,240.27,254.19,-3.4421,0,-22.662,0.75743
5.645,370.3,0,1227,79.223,0,240.25,254.16,-3.4414,0,-22.659,0.75736
5.646,370.37,0,1227.2,79.22,0,240.23,254.14,-3.4408,0,-22.657,0.7573
5.647,370.45,0,1227.4,79.216,0,240.2,254.12,-3.4401,0,-22.654,0.75723
5.648,370.53,0,1227.7,79.213,0,240.18,254.1,-3.4394,0,-22.652,0.75717
5.649,370.61,0,1227.9,79.21,0,240.16,254.07,-3.4387,0,-22.649,0.7571
5.65,370.69,0,1228.2,79.206,0,240.14,254.05,-3.4381,0,-22.647,0.75704
5.651,370.77,0,1228.4,79.203,0,240.11,254.03,-3.4374,0,-22.644,0.75697
5.652,370.85,0,1228.6,79.199,0,240.09,254.01,-3.4367,0,-22.642,0.75691
5.653,370.93,0,1228.9,79.196,0,240.07,253.98,-3.4361,0,-22.639,0.75684
5.654,371.01,0,1229.1,79.192,0,240.05,253.96,-3.4354,0,-22.637,0.75678
5.655,371.09,0,1229.4,79.189,0,240.02,253.94,-3.4347,0,-22.634,0.75671
5.656,371.17,0,1229.6,79.185,0,240,253.92,-3.434,0,-22.632,0.75665
5.657,371.25,0,1229.8,79.182,0,239.98,253.89,-3.4334,0,-22.629,0.75659
5.658,371.33,0,1230.1,79.179,0,239.95,253.87,-3.4327,0,-22.627,0.75652
5.659,371.4,0,1230.3,79.175,0,239.93,253.85,-3.432,0,-22.624,0.75646
5.66,371.48,0,1230.6,79.172,0,239.91,253.83,-3.4314,0,-22.622,0.75639
5.661,371.56,0,1230.8,79.168,0,239.89,253.8,-3.4307,0,-22.619,0.75633
5.662,371.64,0,1231,79.165,0,239.86,253.78,-3.43,0,-22.617,0.75626
5.663,371.72,0,1231.3,79.161,0,239.84,253.76,-3.4294,0,-22.614,0.7562
5.664,371.8,0,1231.5,79.158,0,239.82,253.74,-3.4287,0,-22.612,0.75613
5.665,371.88,0,1231.8,79.155,0,239.8,253.71,-3.428,0,-22.609,0.75607
5.666,371.96,0,1232,79.151,0,239.77,253.69,-3.4273,0,-22.607,0.756
5.667,372.04,0,1232.2,79.148,0,239.75,253.67,-3.4267,0,-22.604,0.75594
5.668,372.12,0,1232.5,79.144,0,239.73,253.65,-3.426,0,-22.602,0.75587
5.669,372.2,0,1232.7,79.141,0,239.71,253.62,-3.4253,0,-22.599,0.75581
5.67,372.28,0,1233,79.137,0,239.68,253.6,-3.4247,0,-22.597,0.75574
5.671,372.35,0,1233.2,79.134,0,239.66,253.58,-3.424,0,-22.594,0.75568
5.672,372.43,0,1233.4,79.131,0,239.64,253.56,-3.4233,0,-22.592,0.75561
5.673,372.51,0,1233.7,79.127,0,239.62,253.53,-3.4227,0,-22.589,0.75555
5.674,372.59,0,1233.9,79.124,0,239.59,253.51,-3.422,0,-22.587,0.75549
5.675,372.67,0,1234.2,79.12,0,239.57,253.49,-3.4213,0,-22.584,0.75542
5.676,372.75,0,1234.4,79.117,0,239.55,253.47,-3.4207,0,-22.582,0.75536
5.677,372.83,0,1234.6,79.113,0,239.53,253.45,-3.42,0,-22.579,0.75529
5.678,372.91,0,1234.9,79.11,0,239.5,253.42,-3.4193,0,-22.577,0.75523
5.679,372.99,0,1235.1,79.107,0,239.48,253.4,-3.4187,0,-22.574,0.75516
